annee,tour,departement,nuance,voix,inscrits,votants,abstentions,exprimes,id
2012,2,46,VEC,0,70187,45010,25177,43189,458
2012,2,46,REG,0,70187,45010,25177,43189,459
2012,2,46,ALLI,0,70187,45010,25177,43189,460
2012,2,46,DVG,0,70187,45010,25177,43189,461
2012,2,46,FG,0,70187,45010,25177,43189,462
2012,2,46,EXD,0,70187,45010,25177,43189,463
2012,2,46,ECO,0,70187,45010,25177,43189,464
2012,2,46,FN,0,70187,45010,25177,43189,465
2012,2,46,AUT,0,70187,45010,25177,43189,466
2012,2,46,NCE,0,70187,45010,25177,43189,467
2012,2,46,RDG,25847,70187,45010,25177,43189,468
2012,2,46,SOC,0,70187,45010,25177,43189,469
2012,2,48,PRV,0,59904,41416,18488,39864,470
2012,2,48,DVG,0,59904,41416,18488,39864,471
2012,2,48,SOC,19726,59904,41416,18488,39864,472
2012,2,48,FG,0,59904,41416,18488,39864,473
2012,2,48,VEC,0,59904,41416,18488,39864,474
2012,2,48,FN,0,59904,41416,18488,39864,475
2012,2,48,AUT,0,59904,41416,18488,39864,476
2012,2,48,DVD,0,59904,41416,18488,39864,477
2012,2,48,ALLI,0,59904,41416,18488,39864,478
2012,2,48,EXD,0,59904,41416,18488,39864,479
2012,2,48,UMP,20138,59904,41416,18488,39864,480
2012,2,48,REG,0,59904,41416,18488,39864,481
2012,2,48,RDG,0,59904,41416,18488,39864,482
2012,2,48,CEN,0,59904,41416,18488,39864,483
2012,2,48,ECO,0,59904,41416,18488,39864,484
2012,2,48,NCE,0,59904,41416,18488,39864,485
2012,2,65,FN,0,177406,104554,72852,99987,486
2012,2,65,DVG,0,177406,104554,72852,99987,487
2012,2,65,ECO,0,177406,104554,72852,99987,488
2012,2,65,CEN,0,177406,104554,72852,99987,489
2012,2,65,UMP,17648,177406,104554,72852,99987,490
2012,2,65,REG,0,177406,104554,72852,99987,491
2012,2,65,SOC,33413,177406,104554,72852,99987,492
2012,2,65,FG,0,177406,104554,72852,99987,493
2012,2,65,VEC,0,177406,104554,72852,99987,494
2012,2,65,NCE,0,177406,104554,72852,99987,495
2012,2,65,DVD,0,177406,104554,72852,99987,496
2012,2,65,PRV,16523,177406,104554,72852,99987,497
2012,2,65,RDG,32403,177406,104554,72852,99987,498
2012,2,65,EXD,0,177406,104554,72852,99987,499
2012,2,65,AUT,0,177406,104554,72852,99987,500
2012,2,65,ALLI,0,177406,104554,72852,99987,501
2012,2,66,UMP,85840,329137,201098,128039,192846,502
2012,2,66,SOC,80657,329137,201098,128039,192846,503
2012,2,66,PRV,0,329137,201098,128039,192846,504
2012,2,66,ALLI,0,329137,201098,128039,192846,505
2012,2,66,FG,0,329137,201098,128039,192846,506
2012,2,66,DVD,0,329137,201098,128039,192846,507
2012,2,66,VEC,0,329137,201098,128039,192846,508
2012,2,66,RDG,0,329137,201098,128039,192846,509
2012,2,66,NCE,0,329137,201098,128039,192846,510
2012,2,66,REG,0,329137,201098,128039,192846,511
2012,2,66,ECO,0,329137,201098,128039,192846,512
2012,2,66,AUT,0,329137,201098,128039,192846,513
2012,2,66,DVG,17098,329137,201098,128039,192846,514
2012,2,66,CEN,0,329137,201098,128039,192846,515
2012,2,66,EXD,0,329137,201098,128039,192846,516
2012,2,66,FN,9251,329137,201098,128039,192846,517
2012,2,81,DVG,0,283718,178907,104811,169389,518
2012,2,81,DVD,0,283718,178907,104811,169389,519
2012,2,81,SOC,94208,283718,178907,104811,169389,520
2012,2,81,EXD,0,283718,178907,104811,169389,521
2012,2,81,AUT,0,283718,178907,104811,169389,522
2012,2,81,NCE,0,283718,178907,104811,169389,523
2012,2,81,PRV,0,283718,178907,104811,169389,524
2012,2,81,ECO,0,283718,178907,104811,169389,525
2012,2,81,CEN,0,283718,178907,104811,169389,526
2012,2,81,REG,0,283718,178907,104811,169389,527
2012,2,81,ALLI,25156,283718,178907,104811,169389,528
2012,2,81,UMP,30564,283718,178907,104811,169389,529
2012,2,81,RDG,0,283718,178907,104811,169389,530
2012,2,81,FN,19461,283718,178907,104811,169389,531
2012,2,81,VEC,0,283718,178907,104811,169389,532
2012,2,81,FG,0,283718,178907,104811,169389,533
2012,2,82,DVD,0,175401,110744,64657,104973,534
2012,2,82,PRV,0,175401,110744,64657,104973,535
2012,2,82,FG,0,175401,110744,64657,104973,536
2012,2,82,CEN,0,175401,110744,64657,104973,537
2012,2,82,UMP,24841,175401,110744,64657,104973,538
2012,2,82,NCE,0,175401,110744,64657,104973,539
2012,2,82,SOC,29270,175401,110744,64657,104973,540
2012,2,82,ALLI,0,175401,110744,64657,104973,541
2012,2,82,FN,20417,175401,110744,64657,104973,542
2012,2,82,RDG,30445,175401,110744,64657,104973,543
2012,2,82,REG,0,175401,110744,64657,104973,544
2012,2,82,VEC,0,175401,110744,64657,104973,545
2012,2,82,DVG,0,175401,110744,64657,104973,546
2012,2,82,EXD,0,175401,110744,64657,104973,547
2012,2,82,AUT,0,175401,110744,64657,104973,548
2012,2,82,ECO,0,175401,110744,64657,104973,549
2007,1,11,FN,8043,254820,167150,87670,163620,550
2007,1,11,UDFD,8134,254820,167150,87670,163620,551
2007,1,11,SOC,63741,254820,167150,87670,163620,552
2007,1,11,COM,6856,254820,167150,87670,163620,553
2007,1,11,EXD,1028,254820,167150,87670,163620,554
2007,1,11,CPNT,2405,254820,167150,87670,163620,555
2007,1,11,DIV,680,254820,167150,87670,163620,556
2007,1,11,RDG,0,254820,167150,87670,163620,557
2007,1,11,DVG,0,254820,167150,87670,163620,558
2007,1,11,DVD,1,254820,167150,87670,163620,559
2007,1,11,MPF,808,254820,167150,87670,163620,560
2007,1,11,MAJ,546,254820,167150,87670,163620,561
2007,1,11,UMP,60403,254820,167150,87670,163620,562
2007,1,11,VEC,3677,254820,167150,87670,163620,563
2007,1,11,ECO,1326,254820,167150,87670,163620,564
2007,1,11,REG,242,254820,167150,87670,163620,565
2007,1,12,DVG,2751,218424,148653,69771,144774,566
2007,1,12,CPNT,2440,218424,148653,69771,144774,567
2007,1,12,EXD,129,218424,148653,69771,144774,568
2007,1,12,RDG,4833,218424,148653,69771,144774,569
2007,1,12,MPF,0,218424,148653,69771,144774,570
2007,1,12,DIV,1111,218424,148653,69771,144774,571
2007,1,12,COM,3597,218424,148653,69771,144774,572
2007,1,12,VEC,2796,218424,148653,69771,144774,573
2007,1,12,ECO,1589,218424,148653,69771,144774,574
2007,1,12,FN,3217,218424,148653,69771,144774,575
2007,1,12,UDFD,12528,218424,148653,69771,144774,576
2007,1,12,MAJ,6535,218424,148653,69771,144774,577
2007,1,12,REG,431,218424,148653,69771,144774,578
2007,1,12,DVD,0,218424,148653,69771,144774,579
2007,1,12,UMP,60333,218424,148653,69771,144774,580
2007,1,12,SOC,37577,218424,148653,69771,144774,581
2007,1,30,RDG,0,490921,298759,192162,293321,582
2007,1,30,REG,951,490921,298759,192162,293321,583
2007,1,30,COM,29777,490921,298759,192162,293321,584
2007,1,30,VEC,4781,490921,298759,192162,293321,585
2007,1,30,ECO,3696,490921,298759,192162,293321,586
2007,1,30,SOC,61516,490921,298759,192162,293321,587
2007,1,30,CPNT,3535,490921,298759,192162,293321,588
2007,1,30,DVG,1289,490921,298759,192162,293321,589
2007,1,30,UDFD,12571,490921,298759,192162,293321,590
2007,1,30,FN,19172,490921,298759,192162,293321,591
2007,1,30,UMP,111736,490921,298759,192162,293321,592
2007,1,30,EXD,1834,490921,298759,192162,293321,593
2007,1,30,MPF,2724,490921,298759,192162,293321,594
2007,1,30,MAJ,22105,490921,298759,192162,293321,595
2007,1,30,DVD,2207,490921,298759,192162,293321,596
2007,1,30,DIV,3296,490921,298759,192162,293321,597
2007,1,31,UDFD,44772,794910,501408,293502,492882,598
2007,1,31,SOC,176018,794910,501408,293502,492882,599
2007,1,31,EXD,1558,794910,501408,293502,492882,600
2007,1,31,DVD,1610,794910,501408,293502,492882,601
2007,1,31,RDG,2847,794910,501408,293502,492882,602
2007,1,31,UMP,153454,794910,501408,293502,492882,603
2007,1,31,REG,1150,794910,501408,293502,492882,604
2007,1,31,COM,12637,794910,501408,293502,492882,605
2007,1,31,DIV,4750,794910,501408,293502,492882,606
2007,1,31,MPF,3661,794910,501408,293502,492882,607
2007,1,31,MAJ,21566,794910,501408,293502,492882,608
2007,1,31,CPNT,4659,794910,501408,293502,492882,609
2007,1,31,ECO,4709,794910,501408,293502,492882,610
2007,1,31,DVG,1255,794910,501408,293502,492882,611
2007,1,31,FN,16978,794910,501408,293502,492882,612
2007,1,31,VEC,15135,794910,501408,293502,492882,613
2007,1,32,ECO,394,140780,94885,45895,92677,614
2007,1,32,FN,2669,140780,94885,45895,92677,615
2007,1,32,EXD,0,140780,94885,45895,92677,616
2007,1,32,VEC,2228,140780,94885,45895,92677,617
2007,1,32,MAJ,151,140780,94885,45895,92677,618
2007,1,32,DVD,1222,140780,94885,45895,92677,619
2007,1,32,CPNT,1142,140780,94885,45895,92677,620
2007,1,32,DVG,0,140780,94885,45895,92677,621
2007,1,32,UDFD,8076,140780,94885,45895,92677,622
2007,1,32,DIV,606,140780,94885,45895,92677,623
2007,1,32,RDG,4173,140780,94885,45895,92677,624
2007,1,32,MPF,1323,140780,94885,45895,92677,625
2007,1,32,REG,193,140780,94885,45895,92677,626
2007,1,32,COM,3243,140780,94885,45895,92677,627
2007,1,32,UMP,32105,140780,94885,45895,92677,628
2007,1,32,SOC,31730,140780,94885,45895,92677,629
2007,1,34,DVG,1228,704028,436493,267535,428895,630
2007,1,34,VEC,12892,704028,436493,267535,428895,631
2007,1,34,MAJ,0,704028,436493,267535,428895,632
2007,1,34,FN,26142,704028,436493,267535,428895,633
2007,1,34,UMP,181802,704028,436493,267535,428895,634
2007,1,34,ECO,5369,704028,436493,267535,428895,635
2007,1,34,SOC,109136,704028,436493,267535,428895,636
2007,1,34,UDFD,27531,704028,436493,267535,428895,637
2007,1,34,DVD,2633,704028,436493,267535,428895,638
2007,1,34,EXD,1377,704028,436493,267535,428895,639
2007,1,34,REG,366,704028,436493,267535,428895,640
2007,1,34,COM,28090,704028,436493,267535,428895,641
2007,1,34,RDG,0,704028,436493,267535,428895,642
2007,1,34,MPF,3825,704028,436493,267535,428895,643
2007,1,34,DIV,3675,704028,436493,267535,428895,644
2007,1,34,CPNT,7969,704028,436493,267535,428895,645
2007,1,46,REG,766,133393,91507,41886,89174,646
2007,1,46,CPNT,2066,133393,91507,41886,89174,647
2007,1,46,ECO,0,133393,91507,41886,89174,648
2007,1,46,SOC,18472,133393,91507,41886,89174,649
2007,1,46,DVG,0,133393,91507,41886,89174,650
2007,1,46,DIV,992,133393,91507,41886,89174,651
2007,1,46,MPF,998,133393,91507,41886,89174,652
2007,1,46,EXD,367,133393,91507,41886,89174,653
2007,1,46,FN,1942,133393,91507,41886,89174,654
2007,1,46,DVD,141,133393,91507,41886,89174,655
2007,1,46,UMP,31480,133393,91507,41886,89174,656
2007,1,46,UDFD,6294,133393,91507,41886,89174,657
2007,1,46,VEC,1471,133393,91507,41886,89174,658
2007,1,46,MAJ,228,133393,91507,41886,89174,659
2007,1,46,COM,3751,133393,91507,41886,89174,660
2007,1,46,RDG,16685,133393,91507,41886,89174,661
2007,1,48,SOC,8851,59617,41985,17632,41089,662
2007,1,48,RDG,561,59617,41985,17632,41089,663
2007,1,48,UMP,22002,59617,41985,17632,41089,664
2007,1,48,MPF,0,59617,41985,17632,41089,665
2007,1,48,DVD,0,59617,41985,17632,41089,666
2007,1,48,FN,1025,59617,41985,17632,41089,667
2007,1,48,DIV,326,59617,41985,17632,41089,668
2007,1,48,EXD,76,59617,41985,17632,41089,669
2007,1,48,REG,43,59617,41985,17632,41089,670
2007,1,48,UDFD,4066,59617,41985,17632,41089,671
2007,1,48,ECO,0,59617,41985,17632,41089,672
2007,1,48,MAJ,0,59617,41985,17632,41089,673
2007,1,48,COM,1857,59617,41985,17632,41089,674
2007,1,48,CPNT,0,59617,41985,17632,41089,675
2007,1,48,DVG,0,59617,41985,17632,41089,676
2007,1,48,VEC,0,59617,41985,17632,41089,677
2007,1,65,DIV,623,176661,114457,62204,111836,678
2007,1,65,DVD,0,176661,114457,62204,111836,679
2007,1,65,FN,3053,176661,114457,62204,111836,680
2007,1,65,REG,0,176661,114457,62204,111836,681
2007,1,65,DVG,2012,176661,114457,62204,111836,682
2007,1,65,EXD,567,176661,114457,62204,111836,683
2007,1,65,SOC,27668,176661,114457,62204,111836,684
2007,1,65,CPNT,0,176661,114457,62204,111836,685
2007,1,65,MPF,0,176661,114457,62204,111836,686
2007,1,65,VEC,2664,176661,114457,62204,111836,687
2007,1,65,COM,5904,176661,114457,62204,111836,688
2007,1,65,MAJ,651,176661,114457,62204,111836,689
2007,1,65,UMP,34604,176661,114457,62204,111836,690
2007,1,65,UDFD,12581,176661,114457,62204,111836,691
2007,1,65,ECO,946,176661,114457,62204,111836,692
2007,1,65,RDG,16356,176661,114457,62204,111836,693
2007,1,66,FN,10727,316651,197134,119517,193071,694
2007,1,66,COM,16472,316651,197134,119517,193071,695
2007,1,66,EXD,624,316651,197134,119517,193071,696
2007,1,66,SOC,39344,316651,197134,119517,193071,697
2007,1,66,MAJ,0,316651,197134,119517,193071,698
2007,1,66,ECO,2408,316651,197134,119517,193071,699
2007,1,66,VEC,2617,316651,197134,119517,193071,700
2007,1,66,UMP,84373,316651,197134,119517,193071,701
2007,1,66,DIV,1637,316651,197134,119517,193071,702
2007,1,66,REG,2794,316651,197134,119517,193071,703
2007,1,66,DVG,10072,316651,197134,119517,193071,704
2007,1,66,UDFD,10879,316651,197134,119517,193071,705
2007,1,66,DVD,1245,316651,197134,119517,193071,706
2007,1,66,CPNT,2204,316651,197134,119517,193071,707
2007,1,66,RDG,0,316651,197134,119517,193071,708
2007,1,66,MPF,1983,316651,197134,119517,193071,709
2007,1,81,DIV,1246,277260,186643,90617,182057,710
2007,1,81,CPNT,2866,277260,186643,90617,182057,711
2007,1,81,ECO,1850,277260,186643,90617,182057,712
2007,1,81,EXD,663,277260,186643,90617,182057,713
2007,1,81,REG,454,277260,186643,90617,182057,714
2007,1,81,UDFD,10551,277260,186643,90617,182057,715
2007,1,81,DVD,12936,277260,186643,90617,182057,716
2007,1,81,MPF,1664,277260,186643,90617,182057,717
2007,1,81,RDG,6330,277260,186643,90617,182057,718
2007,1,81,UMP,51486,277260,186643,90617,182057,719
2007,1,81,DVG,4237,277260,186643,90617,182057,720
2007,1,81,FN,6709,277260,186643,90617,182057,721
2007,1,81,COM,8157,277260,186643,90617,182057,722
2007,1,81,VEC,3392,277260,186643,90617,182057,723
2007,1,81,MAJ,13655,277260,186643,90617,182057,724
2007,1,81,SOC,49961,277260,186643,90617,182057,725
2007,1,82,UDFD,9036,166447,109019,57428,106348,726
2007,1,82,FN,5032,166447,109019,57428,106348,727
2007,1,82,EXD,666,166447,109019,57428,106348,728
2007,1,82,MPF,1207,166447,109019,57428,106348,729
2007,1,82,UMP,42323,166447,109019,57428,106348,730
2007,1,82,MAJ,0,166447,109019,57428,106348,731
2007,1,82,DIV,1039,166447,109019,57428,106348,732
2007,1,82,RDG,15458,166447,109019,57428,106348,733
2007,1,82,DVD,237,166447,109019,57428,106348,734
2007,1,82,COM,3147,166447,109019,57428,106348,735
2007,1,82,SOC,16635,166447,109019,57428,106348,736
2007,1,82,DVG,0,166447,109019,57428,106348,737
2007,1,82,VEC,3897,166447,109019,57428,106348,738
2007,1,82,ECO,498,166447,109019,57428,106348,739
2007,1,82,REG,181,166447,109019,57428,106348,740
2007,1,82,CPNT,2835,166447,109019,57428,106348,741
2007,2,11,UMP,75046,254788,173689,81099,167765,742
2007,2,11,RDG,0,254788,173689,81099,167765,743
2007,2,11,DVG,0,254788,173689,81099,167765,744
2007,2,11,MAJ,0,254788,173689,81099,167765,745
2007,2,11,EXD,0,254788,173689,81099,167765,746
2007,2,11,FN,0,254788,173689,81099,167765,747
2007,2,11,UDFD,0,254788,173689,81099,167765,748
2007,2,11,VEC,0,254788,173689,81099,167765,749
2007,2,11,MPF,0,254788,173689,81099,167765,750
2007,2,11,COM,0,254788,173689,81099,167765,751
2007,2,11,CPNT,0,254788,173689,81099,167765,752
2007,2,11,DIV,0,254788,173689,81099,167765,753
2007,2,11,REG,0,254788,173689,81099,167765,754
2007,2,11,SOC,92719,254788,173689,81099,167765,755
2007,2,11,DVD,0,254788,173689,81099,167765,756
2007,2,11,ECO,0,254788,173689,81099,167765,757
2007,2,12,DVD,0,218416,149731,68685,144045,758
2007,2,12,ECO,0,218416,149731,68685,144045,759
2007,2,12,REG,0,218416,149731,68685,144045,760
2007,2,12,RDG,0,218416,149731,68685,144045,761
2007,2,12,MAJ,0,218416,149731,68685,144045,762
2007,2,12,UDFD,0,218416,149731,68685,144045,763
2007,2,12,DVG,0,218416,149731,68685,144045,764
2007,2,12,CPNT,0,218416,149731,68685,144045,765
2007,2,12,DIV,0,218416,149731,68685,144045,766
2007,2,12,VEC,0,218416,149731,68685,144045,767
2007,2,12,UMP,76989,218416,149731,68685,144045,768
2007,2,12,EXD,0,218416,149731,68685,144045,769
2007,2,12,MPF,0,218416,149731,68685,144045,770
2007,2,12,COM,0,218416,149731,68685,144045,771
2007,2,12,FN,0,218416,149731,68685,144045,772
2007,2,12,SOC,67056,218416,149731,68685,144045,773
2007,2,30,VEC,0,490818,297823,192995,287162,774
2007,2,30,RDG,0,490818,297823,192995,287162,775
2007,2,30,MAJ,25717,490818,297823,192995,287162,776
2007,2,30,EXD,0,490818,297823,192995,287162,777
2007,2,30,ECO,0,490818,297823,192995,287162,778
2007,2,30,DVG,0,490818,297823,192995,287162,779
2007,2,30,REG,0,490818,297823,192995,287162,780
2007,2,30,COM,24778,490818,297823,192995,287162,781
2007,2,30,DVD,0,490818,297823,192995,287162,782
2007,2,30,UDFD,0,490818,297823,192995,287162,783
2007,2,30,UMP,133791,490818,297823,192995,287162,784
2007,2,30,DIV,0,490818,297823,192995,287162,785
2007,2,30,SOC,102876,490818,297823,192995,287162,786
2007,2,30,FN,0,490818,297823,192995,287162,787
2007,2,30,MPF,0,490818,297823,192995,287162,788
2007,2,30,CPNT,0,490818,297823,192995,287162,789
2007,2,31,COM,0,794899,504521,290378,489878,790
2007,2,31,FN,0,794899,504521,290378,489878,791
2007,2,31,MAJ,18186,794899,504521,290378,489878,792
2007,2,31,CPNT,0,794899,504521,290378,489878,793
2007,2,31,ECO,0,794899,504521,290378,489878,794
2007,2,31,DIV,0,794899,504521,290378,489878,795
2007,2,31,DVD,0,794899,504521,290378,489878,796
2007,2,31,DVG,0,794899,504521,290378,489878,797
2007,2,31,SOC,277109,794899,504521,290378,489878,798
2007,2,31,UMP,194583,794899,504521,290378,489878,799
2007,2,31,MPF,0,794899,504521,290378,489878,800
2007,2,31,UDFD,0,794899,504521,290378,489878,801
2007,2,31,REG,0,794899,504521,290378,489878,802
2007,2,31,EXD,0,794899,504521,290378,489878,803
2007,2,31,VEC,0,794899,504521,290378,489878,804
2007,2,31,RDG,0,794899,504521,290378,489878,805
2007,2,32,MAJ,0,140751,97388,43363,93954,806
2007,2,32,VEC,0,140751,97388,43363,93954,807
2007,2,32,UDFD,0,140751,97388,43363,93954,808
2007,2,32,FN,0,140751,97388,43363,93954,809
2007,2,32,CPNT,0,140751,97388,43363,93954,810
2007,2,32,SOC,51518,140751,97388,43363,93954,811
2007,2,32,DVD,0,140751,97388,43363,93954,812
2007,2,32,ECO,0,140751,97388,43363,93954,813
2007,2,32,COM,0,140751,97388,43363,93954,814
2007,2,32,REG,0,140751,97388,43363,93954,815
2007,2,32,RDG,0,140751,97388,43363,93954,816
2007,2,32,DVG,0,140751,97388,43363,93954,817
2007,2,32,EXD,0,140751,97388,43363,93954,818
2007,2,32,DIV,0,140751,97388,43363,93954,819
2007,2,32,MPF,0,140751,97388,43363,93954,820
2007,2,32,UMP,42436,140751,97388,43363,93954,821
2007,2,34,EXD,0,704062,442220,261842,426971,822
2007,2,34,FN,0,704062,442220,261842,426971,823
2007,2,34,REG,0,704062,442220,261842,426971,824
2007,2,34,ECO,0,704062,442220,261842,426971,825
2007,2,34,CPNT,0,704062,442220,261842,426971,826
2007,2,34,SOC,168435,704062,442220,261842,426971,827
2007,2,34,MAJ,0,704062,442220,261842,426971,828
2007,2,34,MPF,0,704062,442220,261842,426971,829
2007,2,34,RDG,0,704062,442220,261842,426971,830
2007,2,34,COM,34933,704062,442220,261842,426971,831
2007,2,34,UDFD,0,704062,442220,261842,426971,832
2007,2,34,UMP,223603,704062,442220,261842,426971,833
2007,2,34,DIV,0,704062,442220,261842,426971,834
2007,2,34,VEC,0,704062,442220,261842,426971,835
2007,2,34,DVD,0,704062,442220,261842,426971,836
2007,2,34,DVG,0,704062,442220,261842,426971,837
2007,2,46,DVG,0,133385,94983,38402,91889,838
2007,2,46,VEC,0,133385,94983,38402,91889,839
2007,2,46,COM,0,133385,94983,38402,91889,840
2007,2,46,RDG,26419,133385,94983,38402,91889,841
2007,2,46,SOC,25985,133385,94983,38402,91889,842
2007,2,46,ECO,0,133385,94983,38402,91889,843
2007,2,46,UDFD,0,133385,94983,38402,91889,844
2007,2,46,UMP,39485,133385,94983,38402,91889,845
2007,2,46,MPF,0,133385,94983,38402,91889,846
2007,2,46,MAJ,0,133385,94983,38402,91889,847
2007,2,46,DIV,0,133385,94983,38402,91889,848
2007,2,46,REG,0,133385,94983,38402,91889,849
2007,2,46,CPNT,0,133385,94983,38402,91889,850
2007,2,46,EXD,0,133385,94983,38402,91889,851
2007,2,46,FN,0,133385,94983,38402,91889,852
2007,2,46,DVD,0,133385,94983,38402,91889,853
2007,2,48,SOC,9887,32052,22073,9979,21312,854
2007,2,48,UDFD,0,32052,22073,9979,21312,855
2007,2,48,EXD,0,32052,22073,9979,21312,856
2007,2,48,MAJ,0,32052,22073,9979,21312,857
2007,2,48,DVG,0,32052,22073,9979,21312,858
2007,2,48,DIV,0,32052,22073,9979,21312,859
2007,2,48,RDG,0,32052,22073,9979,21312,860
2007,2,48,CPNT,0,32052,22073,9979,21312,861
2007,2,48,UMP,11425,32052,22073,9979,21312,862
2007,2,48,COM,0,32052,22073,9979,21312,863
2007,2,48,REG,0,32052,22073,9979,21312,864
2007,2,48,MPF,0,32052,22073,9979,21312,865
2007,2,48,FN,0,32052,22073,9979,21312,866
2007,2,48,DVD,0,32052,22073,9979,21312,867
2007,2,48,VEC,0,32052,22073,9979,21312,868
2007,2,48,ECO,0,32052,22073,9979,21312,869
2007,2,65,MPF,0,176745,116217,60528,111530,870
2007,2,65,RDG,23075,176745,116217,60528,111530,871
2007,2,65,UMP,45890,176745,116217,60528,111530,872
2007,2,65,COM,0,176745,116217,60528,111530,873
2007,2,65,MAJ,0,176745,116217,60528,111530,874
2007,2,65,SOC,42565,176745,116217,60528,111530,875
2007,2,65,FN,0,176745,116217,60528,111530,876
2007,2,65,DVD,0,176745,116217,60528,111530,877
2007,2,65,DIV,0,176745,116217,60528,111530,878
2007,2,65,CPNT,0,176745,116217,60528,111530,879
2007,2,65,DVG,0,176745,116217,60528,111530,880
2007,2,65,EXD,0,176745,116217,60528,111530,881
2007,2,65,UDFD,0,176745,116217,60528,111530,882
2007,2,65,VEC,0,176745,116217,60528,111530,883
2007,2,65,ECO,0,176745,116217,60528,111530,884
2007,2,65,REG,0,176745,116217,60528,111530,885
2007,2,66,EXD,0,316321,198340,117981,189891,886
2007,2,66,COM,16167,316321,198340,117981,189891,887
2007,2,66,UMP,103991,316321,198340,117981,189891,888
2007,2,66,MAJ,0,316321,198340,117981,189891,889
2007,2,66,SOC,41943,316321,198340,117981,189891,890
2007,2,66,VEC,0,316321,198340,117981,189891,891
2007,2,66,REG,0,316321,198340,117981,189891,892
2007,2,66,DVG,27790,316321,198340,117981,189891,893
2007,2,66,DVD,0,316321,198340,117981,189891,894
2007,2,66,RDG,0,316321,198340,117981,189891,895
2007,2,66,DIV,0,316321,198340,117981,189891,896
2007,2,66,CPNT,0,316321,198340,117981,189891,897
2007,2,66,ECO,0,316321,198340,117981,189891,898
2007,2,66,UDFD,0,316321,198340,117981,189891,899
2007,2,66,MPF,0,316321,198340,117981,189891,900
2007,2,66,FN,0,316321,198340,117981,189891,901
2007,2,81,VEC,0,277237,184240,92997,172598,902
2007,2,81,EXD,0,277237,184240,92997,172598,903
2007,2,81,ECO,0,277237,184240,92997,172598,904
2007,2,81,DVD,10832,277237,184240,92997,172598,905
2007,2,81,COM,0,277237,184240,92997,172598,906
2007,2,81,UMP,65959,277237,184240,92997,172598,907
2007,2,81,RDG,0,277237,184240,92997,172598,908
2007,2,81,CPNT,0,277237,184240,92997,172598,909
2007,2,81,UDFD,0,277237,184240,92997,172598,910
2007,2,81,FN,0,277237,184240,92997,172598,911
2007,2,81,MPF,0,277237,184240,92997,172598,912
2007,2,81,DVG,0,277237,184240,92997,172598,913
2007,2,81,SOC,75880,277237,184240,92997,172598,914
2007,2,81,MAJ,19927,277237,184240,92997,172598,915
2007,2,81,DIV,0,277237,184240,92997,172598,916
2007,2,81,REG,0,277237,184240,92997,172598,917
2007,2,82,COM,0,166424,111054,55370,106452,918
2007,2,82,FN,0,166424,111054,55370,106452,919
2007,2,82,EXD,0,166424,111054,55370,106452,920
2007,2,82,DVD,0,166424,111054,55370,106452,921
2007,2,82,MPF,0,166424,111054,55370,106452,922
2007,2,82,ECO,0,166424,111054,55370,106452,923
2007,2,82,VEC,0,166424,111054,55370,106452,924
2007,2,82,REG,0,166424,111054,55370,106452,925
